Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"ADAM12","ADAM Metallopeptidase Domain 12","Protein Coding","O43184","53","GC10M126012","2.82908630371094","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM12"
"PTENP1","Phosphatase And Tensin Homolog Pseudogene 1","Pseudogene","","26","GC09M033673","2.82802867889404","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTENP1"
"NFIA","Nuclear Factor I A","Protein Coding","Q12857","51","GC01P060865","2.82320642471313","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFIA"
"H3-4","H3.4 Histone, Cluster Member","Protein Coding","Q16695","47","GC01M228427","2.81633520126343","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H3-4"
"H3-5","H3.5 Histone","Protein Coding","Q6NXT2","40","GC12M032010","2.81633520126343","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H3-5"
"CD1A","CD1a Molecule","Protein Coding","P06126","48","GC01P164755","2.81451082229614","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD1A"
"MRC2","Mannose Receptor C Type 2","Protein Coding","Q9UBG0","50","GC17P062627","2.81356644630432","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRC2"
"BCAR1","BCAR1 Scaffold Protein, Cas Family Member","Protein Coding","P56945","51","GC16M075228","2.81225395202637","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCAR1"
"DROSHA","Drosha Ribonuclease III","Protein Coding","Q9NRR4","53","GC05M031401","2.81055188179016","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DROSHA"
"NSDHL","NAD(P) Dependent Steroid Dehydrogenase-Like","Protein Coding","Q15738","52","GC0XP152830","2.80708408355713","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSDHL"
"ZBTB44-DT","ZBTB44 Divergent Transcript","RNA Gene","","14","GC11P130357","2.80122041702271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB44-DT"
"EXTL2","Exostosin Like Glycosyltransferase 2","Protein Coding","Q9UBQ6","47","GC01M100872","2.79924297332764","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXTL2"
"MYH10","Myosin Heavy Chain 10","Protein Coding","P35580","54","GC17M008474","2.79692506790161","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYH10"
"KLK3","Kallikrein Related Peptidase 3","Protein Coding","P07288","55","GC19P050854","2.79608106613159","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLK3"
"NSUN5P1","NSUN5 Pseudogene 1","Pseudogene","Q3KNT7","28","GC07P075410","2.79558300971985","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSUN5P1"
"MAP3K14","Mitogen-Activated Protein Kinase Kinase Kinase 14","Protein Coding","Q99558","51","GC17M045263","2.79464650154114","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K14"
"CS","Citrate Synthase","Protein Coding","O75390","54","GC12M056271","2.78162670135498","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CS"
"STAG3","STAG3 Cohesin Complex Component","Protein Coding","Q9UJ98","52","GC07P100177","2.77642917633057","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAG3"
"CCR3","C-C Motif Chemokine Receptor 3","Protein Coding","P51677","54","GC03P057390","2.77350831031799","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR3"
"CHPF2","Chondroitin Polymerizing Factor 2","Protein Coding","Q9P2E5","44","GC07P151232","2.76276159286499","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHPF2"
"HSALNG0105761","","RNA Gene","","4","GC15P048553","2.75898408889771","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0105761"
"LOC126862571","BRD4-Independent Group 4 Enhancer GRCh37_chr17:41243136-41244335","Functional Element","","10","GC17P114574","2.7570629119873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC126862571"
"GALNTL6","Polypeptide N-Acetylgalactosaminyltransferase Like 6","Protein Coding","Q49A17","43","GC04P171813","2.75433254241943","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALNTL6"
"POM121C","POM121 Transmembrane Nucleoporin C","Protein Coding","A8CG34","37","GC07M075416","2.75433254241943","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POM121C"
"TLR8","Toll Like Receptor 8","Protein Coding","Q9NR97","58","GC0XP012924","2.75041699409485","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR8"
"CLTC","Clathrin Heavy Chain","Protein Coding","Q00610","52","GC17P059619","2.7503502368927","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLTC"
"RHEB","Ras Homolog, MTORC1 Binding","Protein Coding","Q15382","58","GC07M151466","2.74866628646851","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHEB"
"BCL11B","BCL11 Transcription Factor B","Protein Coding","Q9C0K0","52","GC14M099169","2.74769186973572","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL11B"
"UBR5","Ubiquitin Protein Ligase E3 Component N-Recognin 5","Protein Coding","O95071","47","GC08M102252","2.74666857719421","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBR5"
"SLC11A1","Solute Carrier Family 11 Member 1","Protein Coding","P49279","55","GC02P218382","2.74312734603882","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC11A1"
"KIF3A","Kinesin Family Member 3A","Protein Coding","Q9Y496","50","GC05M132689","2.74286079406738","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF3A"
"KCTD13","Potassium Channel Tetramerization Domain Containing 13","Protein Coding","Q8WZ19","46","GC16M029905","2.74257040023804","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCTD13"
"TRPC1","Transient Receptor Potential Cation Channel Subfamily C Member 1","Protein Coding","P48995","50","GC03P142724","2.74251890182495","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPC1"
"FOXG1","Forkhead Box G1","Protein Coding","P55316","53","GC14P046011","2.74103474617004","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXG1"
"EXTL3","Exostosin Like Glycosyltransferase 3","Protein Coding","O43909","51","GC08P031086","2.73920273780823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXTL3"
"CARD14","Caspase Recruitment Domain Family Member 14","Protein Coding","Q9BXL6","51","GC17P113324","2.73784065246582","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CARD14"
"ZPR1","ZPR1 Zinc Finger","Protein Coding","O75312","48","GC11M126472","2.73182916641235","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZPR1"
"PERP","P53 Apoptosis Effector Related To PMP22","Protein Coding","Q96FX8","47","GC06M138088","2.73092818260193","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PERP"
"EIF2AK2","Eukaryotic Translation Initiation Factor 2 Alpha Kinase 2","Protein Coding","P19525","59","GC02M037099","2.73000812530518","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2AK2"
"COQ2","Coenzyme Q2, Polyprenyltransferase","Protein Coding","Q96H96","50","GC04M083261","2.72952842712402","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COQ2"
"UTS2R","Urotensin 2 Receptor","Protein Coding","Q9UKP6","50","GC17P113420","2.72631406784058","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UTS2R"
"DZIP1L","DAZ Interacting Zinc Finger Protein 1 Like","Protein Coding","Q8IYY4","44","GC03M138061","2.72586536407471","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DZIP1L"
"HIF1A-AS2","HIF1A Antisense RNA 2","RNA Gene","","23","GC14M061747","2.71541666984558","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIF1A-AS2"
"AFF2","ALF Transcription Elongation Factor 2","Protein Coding","P51816","51","GC0XP148500","2.71237897872925","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFF2"
"MPI","Mannose Phosphate Isomerase","Protein Coding","P34949","52","GC15P074890","2.71012425422668","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPI"
"VLDLR","Very Low Density Lipoprotein Receptor","Protein Coding","P98155","57","GC09P002611","2.70943403244019","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VLDLR"
"TBX21","T-Box Transcription Factor 21","Protein Coding","Q9UL17","54","GC17P047733","2.70656323432922","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBX21"
"DLX6","Distal-Less Homeobox 6","Protein Coding","P56179","46","GC07P097005","2.70560026168823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLX6"
"PRDM5","PR/SET Domain 5","Protein Coding","Q9NQX1","45","GC04M121066","2.70470428466797","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDM5"
"ZNF236","Zinc Finger Protein 236","Protein Coding","Q9UL36","40","GC18P076822","2.70449733734131","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF236"
"MIR504","MicroRNA 504","RNA Gene","","20","GC0XM138667","2.70043897628784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR504"
"BCL7C","BAF Chromatin Remodeling Complex Subunit BCL7C","Protein Coding","Q8WUZ0","43","GC16M044144","2.6963107585907","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL7C"
"CSGALNACT1","Chondroitin Sulfate N-Acetylgalactosaminyltransferase 1","Protein Coding","Q8TDX6","48","GC08M019404","2.68812870979309","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSGALNACT1"
"NXPH4","Neurexophilin 4","Protein Coding","O95158","43","GC12P060667","2.6869752407074","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NXPH4"
"NABP2","Nucleic Acid Binding Protein 2","Protein Coding","Q9BQ15","39","GC12P060625","2.6869752407074","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NABP2"
"LRP1-AS","LRP1 Antisense RNA","RNA Gene","","19","GC12M059313","2.6869752407074","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRP1-AS"
"HSPD1P4","Heat Shock Protein Family D (Hsp60) Member 1 Pseudogene 4","Pseudogene","","10","GC12P060642","2.6869752407074","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPD1P4"
"PPP3CA","Protein Phosphatase 3 Catalytic Subunit Alpha","Protein Coding","Q08209","60","GC04M101024","2.68570303916931","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP3CA"
"THAP7","THAP Domain Containing 7","Protein Coding","Q9BT49","41","GC22M020999","2.68510437011719","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THAP7"
"ARC","Activity Regulated Cytoskeleton Associated Protein","Protein Coding","Q7LC44","45","GC08M142611","2.67191004753113","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARC"
"CELSR2","Cadherin EGF LAG Seven-Pass G-Type Receptor 2","Protein Coding","Q9HCU4","50","GC01P109364","2.66873645782471","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CELSR2"
"PSRC1","Proline And Serine Rich Coiled-Coil 1","Protein Coding","Q6PGN9","41","GC01M109279","2.66873645782471","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSRC1"
"STRIP1","Striatin Interacting Protein 1","Protein Coding","Q5VSL9","41","GC01P110032","2.66873645782471","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STRIP1"
"PRPF38B","Pre-MRNA Processing Factor 38B","Protein Coding","Q5VTL8","38","GC01P108692","2.66873645782471","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPF38B"
"RPL17P7","Ribosomal Protein L17 Pseudogene 7","Pseudogene","","12","GC01P108992","2.66873645782471","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL17P7"
"RPL7P8","Ribosomal Protein L7 Pseudogene 8","Pseudogene","","10","GC01P109651","2.66873645782471","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL7P8"
"ENSG00000258634","Novel Transcript, Antisense To ALX3","RNA Gene","","9","GC01P110058","2.66873645782471","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000258634"
"lnc-MYBPHL-1","","RNA Gene","","6","GC01M109280","2.66873645782471","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-MYBPHL-1"
"piR-52364","","RNA Gene","","5","GC01P109383","2.66873645782471","https://www.genecards.org/cgi-bin/carddisp.pl?gene=piR-52364"
"CD2AP","CD2 Associated Protein","Protein Coding","Q9Y5K6","51","GC06P135083","2.6670036315918","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD2AP"
"MYH2","Myosin Heavy Chain 2","Protein Coding","Q9UKX2","53","GC17M010521","2.65858364105225","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYH2"
"PIK3C3","Phosphatidylinositol 3-Kinase Catalytic Subunit Type 3","Protein Coding","Q8NEB9","58","GC18P041955","2.65541172027588","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3C3"
"GTPBP1","GTP Binding Protein 1","Protein Coding","O00178","48","GC22P038705","2.65248656272888","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTPBP1"
"MAPK10","Mitogen-Activated Protein Kinase 10","Protein Coding","P53779","55","GC04M085990","2.6522912979126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK10"
"SALL3","Spalt Like Transcription Factor 3","Protein Coding","Q9BXA9","41","GC18P078980","2.65193867683411","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SALL3"
"RAD51L3-RFFL","RAD51L3-RFFL Readthrough","RNA Gene","","17","GC17M035009","2.6512770652771","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD51L3-RFFL"
"PIGM","Phosphatidylinositol Glycan Anchor Biosynthesis Class M","Protein Coding","Q9H3S5","47","GC01M161333","2.64840269088745","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIGM"
"IRF6","Interferon Regulatory Factor 6","Protein Coding","O14896","51","GC01M209785","2.64725470542908","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF6"
"TSPY1","Testis Specific Protein Y-Linked 1","Protein Coding","Q01534","42","GC0YP009469","2.64511251449585","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSPY1"
"MYH9","Myosin Heavy Chain 9","Protein Coding","P35579","56","GC22M036281","2.64345026016235","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYH9"
"SETBP1","SET Binding Protein 1","Protein Coding","Q9Y6X0","51","GC18P044680","2.64036321640015","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETBP1"
"LOC130056139","ATAC-STARR-Seq Lymphoblastoid Silent Region 5952","Functional Element","","1","GC14P075960","2.6386353969574","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130056139"
"ITGA3","Integrin Subunit Alpha 3","Protein Coding","P26006","56","GC17P050055","2.63704872131348","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA3"
"ADARB2","Adenosine Deaminase RNA Specific B2 (Inactive)","Protein Coding","Q9NS39","49","GC10M001272","2.63701558113098","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADARB2"
"ACVR2A","Activin A Receptor Type 2A","Protein Coding","P27037","54","GC02P147844","2.63604426383972","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACVR2A"
"MBD5","Methyl-CpG Binding Domain Protein 5","Protein Coding","Q9P267","47","GC02P148021","2.63552832603455","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MBD5"
"TUBG1","Tubulin Gamma 1","Protein Coding","P23258","57","GC17P042609","2.63247513771057","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBG1"
"WNT7B","Wnt Family Member 7B","Protein Coding","P56706","51","GC22M045920","2.63197541236877","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT7B"
"HLA-G","Major Histocompatibility Complex, Class I, G","Protein Coding","P17693","53","GC06P134763","2.63096189498901","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-G"
"YWHAB","Tyrosine 3-Monooxygenase/Tryptophan 5-Monooxygenase Activation Protein Beta","Protein Coding","P31946","55","GC20P044885","2.62857842445374","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YWHAB"
"YWHAQ","Tyrosine 3-Monooxygenase/Tryptophan 5-Monooxygenase Activation Protein Theta","Protein Coding","P27348","55","GC02M009583","2.62857842445374","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YWHAQ"
"HIP1","Huntingtin Interacting Protein 1","Protein Coding","O00291","51","GC07M075533","2.62857842445374","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIP1"
"GALNT17","Polypeptide N-Acetylgalactosaminyltransferase 17","Protein Coding","Q6IS24","47","GC07P086115","2.62857842445374","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALNT17"
"NIF3L1","NGG1 Interacting Factor 3 Like 1","Protein Coding","Q9GZT8","46","GC02P200889","2.62857842445374","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NIF3L1"
"NOP2","NOP2 Nucleolar Protein","Protein Coding","P46087","46","GC12M006556","2.62857842445374","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOP2"
"NSUN4","NOP2/Sun RNA Methyltransferase 4","Protein Coding","Q96CB9","46","GC01P049996","2.62857842445374","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSUN4"
"ABHD11","Abhydrolase Domain Containing 11","Protein Coding","Q8NFV4","45","GC07M073736","2.62857842445374","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABHD11"
"EYA3","EYA Transcriptional Coactivator And Phosphatase 3","Protein Coding","Q99504","45","GC01M027970","2.62857842445374","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EYA3"
"MXD1","MAX Dimerization Protein 1","Protein Coding","Q05195","45","GC02P069897","2.62857842445374","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MXD1"
"NSUN3","NOP2/Sun RNA Methyltransferase 3","Protein Coding","Q9H649","45","GC03P094062","2.62857842445374","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSUN3"
"ABHD10","Abhydrolase Domain Containing 10, Depalmitoylase","Protein Coding","Q9NUJ1","44","GC03P111980","2.62857842445374","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABHD10"
"MXD4","MAX Dimerization Protein 4","Protein Coding","Q14582","44","GC04M004860","2.62857842445374","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MXD4"
"NSUN6","NOP2/Sun RNA Methyltransferase 6","Protein Coding","Q8TEA1","44","GC10M018545","2.62857842445374","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSUN6"
"TRMT112","TRNA Methyltransferase Activator Subunit 11-2","Protein Coding","Q9UI30","44","GC11M064316","2.62857842445374","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRMT112"
"BCL7A","BAF Chromatin Remodeling Complex Subunit BCL7A","Protein Coding","Q4VC05","43","GC12P122019","2.62857842445374","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL7A"
"ABHD13","Abhydrolase Domain Containing 13","Protein Coding","Q7L211","42","GC13P108218","2.62857842445374","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABHD13"
"ABHD1","Abhydrolase Domain Containing 1","Protein Coding","Q96SE0","41","GC02P027123","2.62857842445374","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABHD1"
"ABHD14A","Abhydrolase Domain Containing 14A","Protein Coding","Q9BUJ0","41","GC03P058079","2.62857842445374","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABHD14A"
"CALN1","Calneuron 1","Protein Coding","Q9BXU9","41","GC07M071780","2.62857842445374","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALN1"
"MLXIP","MLX Interacting Protein","Protein Coding","Q9HAP2","41","GC12P122078","2.62857842445374","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MLXIP"
"MTERF4","Mitochondrial Transcription Termination Factor 4","Protein Coding","Q7Z6M4","41","GC02M241043","2.62857842445374","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTERF4"
"NSUN7","NOP2/Sun RNA Methyltransferase Family Member 7","Protein Coding","Q8NE18","41","GC04P040751","2.62857842445374","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSUN7"
"DZANK1","Double Zinc Ribbon And Ankyrin Repeat Domains 1","Protein Coding","Q9NVP4","39","GC20M018383","2.62857842445374","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DZANK1"
"HAPSTR1","HUWE1 Associated Protein Modifying Stress Responses","Protein Coding","Q14CZ0","38","GC16P083561","2.62857842445374","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAPSTR1"
